SaleID,OrderDate,CustomerID,ProductID,EmployeeID,Quantity,Discount,PaymentMethod,SalesChannel,OrderStatus,StoreID,UnitPrice,UnitCost,CustomerCity,StoreCity,Revenue,Cost,Profit,Tax
110100,2023-04-05,220,208,31,3,0,Mada,Store,Completed,18,3092.9,2542,Jazan,Jazan,9278.7,7626,1652.7,1391.8
146485,2023-09-19,265,140,246,3,0,Mada,Online,Completed,19,3377.12,2509,Makkah,Tabuk,10131.36,7527,2604.36,1519.7
268006,2024-08-17,559,75,156,2,5,Cash,Store,Completed,9,6212.48,5100,Makkah,Makkah,11803.71,10200,1603.71,1770.56
93621,2023-03-27,644,127,121,5,0,STC Pay,Online,Completed,10,7016.66,5471,Tabuk,Makkah,35083.3,27355,7728.3,5262.5
252157,2024-07-17,4,286,143,4,10,STC Pay,Store,Cancelled,17,2759.39,1978,Abha,Abha,9933.8,7912,2021.8,1490.07
102254,2023-03-29,923,83,126,5,0,Cash,Store,Completed,1,7553.3,5398,Riyadh,Riyadh,37766.5,26990,10776.5,5664.98
95013,2023-03-16,311,260,104,2,0,STC Pay,Store,Pending,17,3445.44,2540,Abha,Abha,6890.88,5080,1810.88,1033.63
253417,2024-07-28,732,269,236,5,0,Mada,Store,Completed,13,9382.22,7692,Khobar,Khobar,46911.1,38460,8451.1,7036.66
99095,2023-03-11,133,195,98,1,0,Visa,Store,Completed,16,5605.97,4286,Dammam,Dammam,5605.97,4286,1319.97,840.9
252337,2024-07-02,317,147,73,1,20,Cash,Online,Completed,6,4179.08,3435,Madinah,Jeddah,3343.26,3435,-91.74,501.49
270383,2024-08-21,520,293,255,1,5,STC Pay,Online,Completed,20,1281.57,923,Taif,Taif,1217.49,923,294.49,182.62
244863,2024-06-11,683,16,30,3,15,Visa,Store,Returned,8,3785.36,3136,Jeddah,Jeddah,9652.67,9408,244.67,1447.9
123456,2023-06-21,523,144,75,3,5,Mada,Store,Cancelled,4,5894.49,4377,Riyadh,Riyadh,16799.3,13131,3668.3,2519.9
191439,2024-01-17,696,40,125,2,15,Apple Pay,Online,Returned,10,5424.43,3899,Madinah,Makkah,9221.53,7798,1423.53,1383.23
200064,2024-02-18,371,231,21,2,0,Mastercard,Online,Completed,2,3954.06,2996,Makkah,Riyadh,7908.12,5992,1916.12,1186.22
118794,2023-05-21,681,93,78,4,0,Apple Pay,Store,Returned,19,4185.21,3155,Tabuk,Tabuk,16740.84,12620,4120.84,2511.13
204486,2024-02-06,312,222,188,3,5,Cash,Store,Cancelled,11,6015.53,4689,Madinah,Madinah,17144.26,14067,3077.26,2571.64
114102,2023-05-07,584,80,256,2,0,STC Pay,Store,Returned,12,3828.52,2887,Madinah,Madinah,7657.04,5774,1883.04,1148.56
131485,2023-07-23,735,106,224,3,15,STC Pay,Store,Returned,16,2974.78,2476,Dammam,Dammam,7585.69,7428,157.69,1137.85
77789,2022-12-12,370,169,221,2,0,Cash,Online,Completed,18,5774.59,4441,Abha,Jazan,11549.18,8882,2667.18,1732.38
194146,2024-01-24,232,141,170,3,10,Mastercard,Store,Completed,5,4877.16,3790,Jeddah,Jeddah,13168.33,11370,1798.33,1975.25
74286,2022-12-23,436,208,187,4,5,Visa,Store,Cancelled,18,3092.9,2542,Jazan,Jazan,11753.02,10168,1585.02,1762.95
201020,2024-02-22,374,46,84,5,10,Apple Pay,Online,Cancelled,7,5641.53,4693,Khobar,Jeddah,25386.88,23465,1921.88,3808.03
81454,2023-01-19,301,185,156,5,10,Mastercard,Store,Completed,17,4125.17,2990,Abha,Abha,18563.26,14950,3613.26,2784.49
48397,2022-09-05,174,102,171,3,10,Visa,Store,Completed,6,7123.39,5552,Jeddah,Jeddah,19233.15,16656,2577.15,2884.97
25959,2022-05-02,912,79,12,3,0,Visa,Store,Returned,20,4071.59,3232,Taif,Taif,12214.77,9696,2518.77,1832.22
55245,2022-10-02,305,2,96,4,0,STC Pay,Online,Completed,8,4862.3,3905,Makkah,Jeddah,19449.2,15620,3829.2,2917.38
29409,2022-05-12,397,95,63,4,0,Mada,Online,Completed,5,5906.29,4870,Jazan,Jeddah,23625.16,19480,4145.16,3543.77
88620,2023-02-11,542,47,54,4,0,Mastercard,Store,Completed,17,3280.13,2728,Abha,Abha,13120.52,10912,2208.52,1968.08
5112,2022-02-12,187,234,176,4,0,Mastercard,Store,Cancelled,2,8952.14,6648,Riyadh,Riyadh,35808.56,26592,9216.56,5371.28
390650,2025-05-17,610,191,4,2,0,Apple Pay,Store,Pending,17,4188.86,3424,Abha,Abha,8377.72,6848,1529.72,1256.66
182644,2023-12-15,85,52,197,5,15,Cash,Store,Cancelled,16,6198.92,5063,Dammam,Dammam,26345.41,25315,1030.41,3951.81
333743,2025-01-22,846,151,198,1,5,Visa,Store,Returned,18,5940.33,4331,Jazan,Jazan,5643.31,4331,1312.31,846.5
343939,2025-02-19,672,90,94,4,0,Mastercard,Store,Pending,16,3314.25,2745,Dammam,Dammam,13257.0,10980,2277.0,1988.55
122940,2023-06-21,283,18,43,4,0,Apple Pay,Online,Cancelled,4,3581.15,2701,Jazan,Riyadh,14324.6,10804,3520.6,2148.69
11021,2022-03-12,520,219,96,1,0,Mastercard,Store,Cancelled,20,3442.9,2802,Taif,Taif,3442.9,2802,640.9,516.43
84851,2023-01-13,561,159,219,2,5,Cash,Store,Completed,16,3484.08,2674,Dammam,Dammam,6619.75,5348,1271.75,992.96
82164,2023-01-18,269,176,197,2,0,Visa,Store,Cancelled,20,4215.75,3066,Taif,Taif,8431.5,6132,2299.5,1264.72
15673,2022-03-24,289,260,142,4,0,Apple Pay,Online,Completed,12,3445.44,2540,Khobar,Madinah,13781.76,10160,3621.76,2067.26
43490,2022-08-14,969,268,194,3,0,Apple Pay,Store,Completed,2,4357.71,3157,Riyadh,Riyadh,13073.13,9471,3602.13,1960.97
40196,2022-07-21,315,4,106,5,5,STC Pay,Store,Pending,9,5648.59,4505,Makkah,Makkah,26830.8,22525,4305.8,4024.62
32563,2022-06-03,99,186,158,4,10,Mastercard,Store,Pending,2,4376.18,3514,Riyadh,Riyadh,15754.25,14056,1698.25,2363.14
471024,2025-11-27,50,165,35,1,0,STC Pay,Online,Returned,3,7278.93,5531,Dammam,Riyadh,7278.93,5531,1747.93,1091.84
313508,2024-11-02,108,101,93,5,15,Visa,Online,Returned,8,4637.15,3824,Dammam,Jeddah,19707.89,19120,587.89,2956.18
462106,2025-11-11,172,267,239,5,10,Cash,Store,Completed,4,2433.95,1864,Riyadh,Riyadh,10952.78,9320,1632.78,1642.92
497073,2025-12-26,95,276,251,4,5,Mada,Store,Completed,17,10170.37,7994,Abha,Abha,38647.41,31976,6671.41,5797.11
483472,2025-12-23,431,208,49,5,5,STC Pay,Online,Completed,4,3092.9,2542,Jazan,Riyadh,14691.28,12710,1981.28,2203.69
466980,2025-11-18,400,117,172,2,10,STC Pay,Store,Completed,12,3303.73,2667,Madinah,Madinah,5946.71,5334,612.71,892.01
167646,2023-11-07,904,116,164,5,5,Visa,Store,Returned,9,4328.44,3348,Makkah,Makkah,20560.09,16740,3820.09,3084.01
165262,2023-11-24,566,290,223,1,10,STC Pay,Online,Completed,18,2978.67,2234,Khobar,Jazan,2680.8,2234,446.8,402.12
167449,2023-11-23,778,294,255,2,10,Mastercard,Store,Completed,20,1252.94,1035,Taif,Taif,2255.29,2070,185.29,338.29
495319,2025-12-24,283,119,44,5,0,Mastercard,Store,Completed,18,3179.58,2626,Jazan,Jazan,15897.9,13130,2767.9,2384.68
321286,2024-12-25,993,67,205,1,0,Apple Pay,Online,Completed,16,5519.21,4488,Dammam,Dammam,5519.21,4488,1031.21,827.88
462114,2025-11-11,696,279,251,2,0,STC Pay,Store,Completed,11,2361.86,1766,Madinah,Madinah,4723.72,3532,1191.72,708.56
284275,2024-10-21,361,80,239,3,0,Mastercard,Store,Returned,11,3828.52,2887,Madinah,Madinah,11485.56,8661,2824.56,1722.83
351093,2025-03-22,528,257,150,3,0,Mastercard,Store,Completed,15,2264.78,1854,Dammam,Dammam,6794.34,5562,1232.34,1019.15
440298,2025-09-19,929,249,197,4,0,Mada,Store,Completed,10,4881.0,3525,Makkah,Makkah,19524.0,14100,5424.0,2928.6
442832,2025-10-16,710,173,76,2,0,STC Pay,Store,Completed,4,5265.52,4325,Riyadh,Riyadh,10531.04,8650,1881.04,1579.66
366359,2025-04-21,386,97,236,5,20,Mada,Store,Completed,12,3685.29,2708,Madinah,Madinah,14741.16,13540,1201.16,2211.17
431952,2025-09-07,953,228,201,5,0,STC Pay,Online,Completed,16,6828.04,4908,Riyadh,Dammam,34140.2,24540,9600.2,5121.03
434901,2025-09-26,71,35,168,4,0,Mada,Store,Pending,17,5353.49,4005,Abha,Abha,21413.96,16020,5393.96,3212.09
426281,2025-08-01,414,154,52,3,0,Mastercard,Store,Completed,17,5833.74,4351,Abha,Abha,17501.22,13053,4448.22,2625.18
408995,2025-07-21,160,128,43,5,20,Mada,Online,Completed,4,4072.91,3353,Khobar,Riyadh,16291.64,16765,-473.36,2443.75
185259,2023-12-21,218,104,103,2,10,Visa,Store,Returned,20,3655.1,2996,Taif,Taif,6579.18,5992,587.18,986.88
398329,2025-06-22,388,203,68,2,5,STC Pay,Store,Completed,20,3209.69,2614,Taif,Taif,6098.41,5228,870.41,914.76
382116,2025-05-28,314,228,61,2,5,STC Pay,Store,Cancelled,17,6828.04,4908,Abha,Abha,12973.28,9816,3157.28,1945.99
390470,2025-05-22,535,103,104,1,0,Apple Pay,Store,Returned,15,4024.16,3125,Dammam,Dammam,4024.16,3125,899.16,603.62
400778,2025-06-14,358,256,68,5,10,Cash,Online,Completed,6,1527.02,1127,Dammam,Jeddah,6871.59,5635,1236.59,1030.74
403947,2025-06-20,312,148,144,2,10,Mada,Store,Pending,12,6979.37,5447,Madinah,Madinah,12562.87,10894,1668.87,1884.43
412458,2025-07-23,821,54,99,2,10,Mastercard,Store,Completed,15,4421.72,3206,Dammam,Dammam,7959.1,6412,1547.1,1193.86
394497,2025-06-12,892,195,159,4,0,STC Pay,Store,Completed,16,5605.97,4286,Dammam,Dammam,22423.88,17144,5279.88,3363.58
396791,2025-06-30,470,145,232,3,0,Mada,Store,Pending,17,5477.0,4193,Abha,Abha,16431.0,12579,3852.0,2464.65
398217,2025-06-09,965,214,186,3,5,Mada,Online,Completed,15,4906.43,3889,Jeddah,Dammam,13983.33,11667,2316.33,2097.5
347719,2025-02-22,620,292,254,1,10,Mada,Store,Cancelled,10,506.31,405,Makkah,Makkah,455.68,405,50.68,68.35
70665,2022-11-03,92,43,168,2,5,Mastercard,Store,Completed,11,6189.19,4842,Madinah,Madinah,11759.46,9684,2075.46,1763.92
234867,2024-05-08,871,257,26,5,0,STC Pay,Store,Returned,12,2264.78,1854,Madinah,Madinah,11323.9,9270,2053.9,1698.58
240900,2024-05-02,885,297,6,1,0,Mada,Store,Completed,20,550.28,407,Taif,Taif,550.28,407,143.28,82.54
249276,2024-06-27,666,230,221,5,0,STC Pay,Store,Returned,3,5370.14,4454,Riyadh,Riyadh,26850.7,22270,4580.7,4027.6
144987,2023-09-18,34,280,88,3,0,Mastercard,Online,Completed,8,3532.98,2757,Madinah,Jeddah,10598.94,8271,2327.94,1589.84
242704,2024-06-16,770,51,154,4,0,Visa,Online,Cancelled,13,6500.84,4883,Tabuk,Khobar,26003.36,19532,6471.36,3900.5
243421,2024-06-07,164,114,155,3,20,STC Pay,Store,Returned,15,4229.07,3415,Dammam,Dammam,10149.77,10245,-95.23,1522.47
264058,2024-08-13,727,238,143,4,5,STC Pay,Store,Completed,20,6491.48,5366,Taif,Taif,24667.62,21464,3203.62,3700.14
149572,2023-09-15,560,221,147,5,0,Visa,Store,Completed,9,6731.39,5528,Makkah,Makkah,33656.95,27640,6016.95,5048.54
76185,2022-12-25,422,260,248,2,5,STC Pay,Store,Completed,6,3445.44,2540,Jeddah,Jeddah,6546.34,5080,1466.34,981.95
203089,2024-02-05,190,59,121,2,0,Mastercard,Online,Returned,10,3453.09,2705,Madinah,Makkah,6906.18,5410,1496.18,1035.93
123322,2023-06-15,808,192,175,1,10,Cash,Online,Completed,14,3823.31,2968,Jeddah,Khobar,3440.98,2968,472.98,516.15
205761,2024-02-14,983,194,168,1,10,Visa,Store,Completed,20,5230.73,3748,Taif,Taif,4707.66,3748,959.66,706.15
142529,2023-08-17,191,100,178,4,10,Apple Pay,Store,Completed,20,4495.51,3323,Taif,Taif,16183.84,13292,2891.84,2427.58
118475,2023-05-10,331,261,112,4,0,Mastercard,Store,Completed,12,9058.48,6563,Madinah,Madinah,36233.92,26252,9981.92,5435.09
86619,2023-02-05,102,264,121,5,0,Mada,Store,Pending,16,5710.84,4635,Dammam,Dammam,28554.2,23175,5379.2,4283.13
17033,2022-04-01,717,110,136,5,5,Apple Pay,Store,Cancelled,12,5506.65,4294,Madinah,Madinah,26156.59,21470,4686.59,3923.49
8907,2022-02-05,539,143,199,5,5,Mastercard,Store,Cancelled,1,3170.38,2470,Riyadh,Riyadh,15059.3,12350,2709.3,2258.9
42786,2022-08-01,721,109,28,1,0,Mada,Store,Completed,11,3685.22,2969,Madinah,Madinah,3685.22,2969,716.22,552.78
186743,2023-12-22,900,156,177,5,0,STC Pay,Store,Completed,16,3252.82,2583,Dammam,Dammam,16264.1,12915,3349.1,2439.61
403707,2025-06-15,815,230,233,1,5,Mada,Online,Completed,19,5370.14,4454,Madinah,Tabuk,5101.63,4454,647.63,765.24
78074,2022-12-04,481,171,244,3,0,STC Pay,Store,Completed,5,4706.07,3647,Jeddah,Jeddah,14118.21,10941,3177.21,2117.73
475417,2025-11-20,11,246,232,5,0,Mastercard,Store,Completed,14,5821.87,4261,Khobar,Khobar,29109.35,21305,7804.35,4366.4
323879,2024-12-13,741,189,157,2,10,Visa,Online,Completed,13,5835.22,4642,Riyadh,Khobar,10503.4,9284,1219.4,1575.51
297748,2024-11-27,605,258,138,5,0,Apple Pay,Store,Cancelled,18,2891.68,2235,Jazan,Jazan,14458.4,11175,3283.4,2168.76
466496,2025-11-20,240,233,20,3,5,Mastercard,Store,Completed,9,8855.91,6349,Makkah,Makkah,25239.34,19047,6192.34,3785.9
311000,2024-11-25,156,113,183,3,10,STC Pay,Store,Returned,17,4675.83,3683,Abha,Abha,12624.74,11049,1575.74,1893.71
302077,2024-11-09,469,68,34,1,0,Mastercard,Online,Cancelled,3,3470.93,2604,Jeddah,Riyadh,3470.93,2604,866.93,520.64
327664,2024-12-22,574,16,223,3,10,Cash,Online,Completed,18,3785.36,3136,Madinah,Jazan,10220.47,9408,812.47,1533.07
298834,2024-11-21,781,108,129,2,15,Visa,Online,Cancelled,10,7202.24,5290,Khobar,Makkah,12243.81,10580,1663.81,1836.57
323937,2024-12-03,574,2,171,2,5,STC Pay,Store,Completed,12,4862.3,3905,Madinah,Madinah,9238.37,7810,1428.37,1385.76
309858,2024-11-14,620,245,10,4,0,STC Pay,Store,Completed,10,4619.53,3785,Makkah,Makkah,18478.12,15140,3338.12,2771.72
463720,2025-11-01,771,297,180,5,5,Mastercard,Store,Completed,9,550.28,407,Makkah,Makkah,2613.83,2035,578.83,392.07
218750,2024-03-15,858,87,140,5,10,Mada,Online,Completed,11,6529.87,5403,Tabuk,Madinah,29384.42,27015,2369.42,4407.66
284266,2024-10-31,632,102,71,5,0,Visa,Online,Cancelled,6,7123.39,5552,Madinah,Jeddah,35616.95,27760,7856.95,5342.54
374108,2025-04-05,398,189,15,2,0,Mada,Store,Completed,9,5835.22,4642,Makkah,Makkah,11670.44,9284,2386.44,1750.57
360270,2025-03-14,600,290,34,3,0,Cash,Store,Completed,14,2978.67,2234,Khobar,Khobar,8936.01,6702,2234.01,1340.4
443366,2025-10-27,60,172,113,2,0,STC Pay,Store,Returned,12,7232.9,5207,Madinah,Madinah,14465.8,10414,4051.8,2169.87
452182,2025-10-03,738,140,176,1,0,Visa,Store,Completed,19,3377.12,2509,Tabuk,Tabuk,3377.12,2509,868.12,506.57
444495,2025-10-21,717,162,91,1,10,STC Pay,Store,Pending,12,6695.21,5104,Madinah,Madinah,6025.69,5104,921.69,903.85
213136,2024-03-27,135,209,90,2,5,Mastercard,Online,Returned,8,7235.93,5200,Abha,Jeddah,13748.27,10400,3348.27,2062.24
433411,2025-09-16,405,43,203,3,0,Mastercard,Online,Cancelled,16,6189.19,4842,Tabuk,Dammam,18567.57,14526,4041.57,2785.14
289626,2024-10-05,881,142,10,3,5,Mada,Online,Cancelled,1,6769.82,4873,Abha,Riyadh,19293.99,14619,4674.99,2894.1
450380,2025-10-09,962,127,47,3,10,Mastercard,Store,Completed,14,7016.66,5471,Khobar,Khobar,18944.98,16413,2531.98,2841.75
209163,2024-03-10,327,205,206,3,0,Mada,Store,Pending,13,4321.38,3352,Khobar,Khobar,12964.14,10056,2908.14,1944.62
214265,2024-03-14,411,162,19,2,10,Cash,Store,Completed,4,6695.21,5104,Riyadh,Riyadh,12051.38,10208,1843.38,1807.71
212802,2024-03-28,65,82,43,4,0,Mastercard,Online,Pending,4,3961.49,3226,Riyadh,Riyadh,15845.96,12904,2941.96,2376.89
182803,2023-12-21,949,191,66,4,5,Cash,Store,Returned,19,4188.86,3424,Tabuk,Tabuk,15917.67,13696,2221.67,2387.65
395208,2025-06-13,347,246,240,3,5,Apple Pay,Store,Pending,20,5821.87,4261,Taif,Taif,16592.33,12783,3809.33,2488.85
185429,2023-12-13,896,283,55,2,0,Apple Pay,Store,Pending,18,1175.65,919,Jazan,Jazan,2351.3,1838,513.3,352.7
401276,2025-06-14,164,31,162,5,5,Mada,Store,Completed,15,6242.52,5061,Dammam,Dammam,29651.97,25305,4346.97,4447.8
390725,2025-05-31,46,271,16,3,20,Visa,Online,Completed,2,9843.22,7469,Madinah,Riyadh,23623.73,22407,1216.73,3543.56
227804,2024-04-14,538,182,239,5,0,Visa,Store,Pending,17,5130.26,3854,Abha,Abha,25651.3,19270,6381.3,3847.7
189799,2023-12-25,31,47,222,5,5,Apple Pay,Online,Completed,18,3280.13,2728,Jeddah,Jazan,15580.62,13640,1940.62,2337.09
396716,2025-06-07,966,87,230,4,10,Visa,Store,Pending,15,6529.87,5403,Dammam,Dammam,23507.53,21612,1895.53,3526.13
426990,2025-08-28,529,132,68,5,5,Apple Pay,Online,Pending,6,5466.05,3918,Jazan,Jeddah,25963.74,19590,6373.74,3894.56
188214,2023-12-07,144,118,27,1,0,STC Pay,Store,Completed,3,5708.72,4393,Riyadh,Riyadh,5708.72,4393,1315.72,856.31
185961,2023-12-14,420,140,131,5,0,Visa,Store,Completed,17,3377.12,2509,Abha,Abha,16885.6,12545,4340.6,2532.84
103520,2023-04-04,675,82,33,1,5,Visa,Store,Pending,2,3961.49,3226,Riyadh,Riyadh,3763.42,3226,537.42,564.51
106043,2023-04-08,606,201,43,5,0,Cash,Store,Completed,16,4150.46,3052,Dammam,Dammam,20752.3,15260,5492.3,3112.84
282018,2024-09-12,126,110,28,1,0,STC Pay,Online,Returned,2,5506.65,4294,Abha,Riyadh,5506.65,4294,1212.65,826.0
103805,2023-04-26,737,108,74,4,10,Mastercard,Store,Completed,14,7202.24,5290,Khobar,Khobar,25928.06,21160,4768.06,3889.21
336402,2025-01-03,333,197,166,5,10,STC Pay,Store,Pending,19,6084.9,4495,Tabuk,Tabuk,27382.05,22475,4907.05,4107.31
108628,2023-04-13,600,286,240,5,0,Mada,Store,Completed,13,2759.39,1978,Khobar,Khobar,13796.95,9890,3906.95,2069.54
70866,2022-11-11,65,57,148,2,0,STC Pay,Store,Cancelled,2,5618.79,4198,Riyadh,Riyadh,11237.58,8396,2841.58,1685.64
62893,2022-11-29,32,214,39,3,15,Mastercard,Store,Completed,8,4906.43,3889,Jeddah,Jeddah,12511.4,11667,844.4,1876.71
105082,2023-04-14,237,159,20,3,0,Visa,Store,Completed,18,3484.08,2674,Jazan,Jazan,10452.24,8022,2430.24,1567.84
258780,2024-07-24,765,279,198,2,5,Cash,Online,Cancelled,16,2361.86,1766,Madinah,Dammam,4487.53,3532,955.53,673.13
244473,2024-06-12,316,251,35,5,0,Visa,Online,Completed,3,8364.13,6070,Riyadh,Riyadh,41820.65,30350,11470.65,6273.1
263680,2024-08-17,882,135,156,2,5,Apple Pay,Store,Returned,6,5138.14,4163,Jeddah,Jeddah,9762.47,8326,1436.47,1464.37
95311,2023-03-05,910,4,47,1,10,Mada,Store,Completed,16,5648.59,4505,Dammam,Dammam,5083.73,4505,578.73,762.56
237543,2024-05-16,762,6,134,3,0,Visa,Store,Completed,12,5939.18,4429,Madinah,Madinah,17817.54,13287,4530.54,2672.63
239295,2024-05-15,151,62,155,5,15,Visa,Store,Returned,16,5014.42,4058,Dammam,Dammam,21311.28,20290,1021.28,3196.69
204230,2024-02-17,845,266,6,3,0,Cash,Store,Cancelled,4,2816.57,2309,Riyadh,Riyadh,8449.71,6927,1522.71,1267.46
121234,2023-06-30,783,208,125,1,0,Cash,Store,Completed,19,3092.9,2542,Tabuk,Tabuk,3092.9,2542,550.9,463.94
73105,2022-12-09,461,95,202,1,15,Mada,Store,Completed,18,5906.29,4870,Jazan,Jazan,5020.35,4870,150.35,753.05
134680,2023-07-30,444,115,73,2,10,Apple Pay,Online,Pending,6,6342.82,4985,Dammam,Jeddah,11417.08,9970,1447.08,1712.56
123312,2023-06-05,728,165,61,1,20,Mada,Store,Pending,8,7278.93,5531,Jeddah,Jeddah,5823.14,5531,292.14,873.47
201030,2024-02-11,17,163,102,3,10,Mada,Store,Completed,17,7254.5,5355,Abha,Abha,19587.15,16065,3522.15,2938.07
132462,2023-07-17,79,40,48,4,0,Mastercard,Store,Completed,18,5424.43,3899,Jazan,Jazan,21697.72,15596,6101.72,3254.66
59347,2022-10-10,173,45,33,3,0,Visa,Online,Completed,3,5117.8,3832,Khobar,Riyadh,15353.4,11496,3857.4,2303.01
29159,2022-05-18,131,211,73,1,0,Apple Pay,Online,Completed,6,6311.55,4545,Dammam,Jeddah,6311.55,4545,1766.55,946.73
51610,2022-09-30,964,215,224,2,0,Mastercard,Store,Completed,17,5779.57,4747,Abha,Abha,11559.14,9494,2065.14,1733.87
88237,2023-02-28,725,71,164,1,10,Visa,Store,Pending,14,5425.39,4236,Khobar,Khobar,4882.85,4236,646.85,732.43
38393,2022-07-31,670,299,176,4,0,STC Pay,Online,Completed,14,2033.84,1565,Khobar,Khobar,8135.36,6260,1875.36,1220.3
103562,2023-04-15,950,44,37,5,5,STC Pay,Store,Cancelled,15,6854.91,5202,Dammam,Dammam,32560.82,26010,6550.82,4884.12
